,example_id,sentence,prediction
1495,1495,Of course that's just one example.,neutral
1496,1496,Piatti is always good...and sometimes it is very good.,positive
1497,1497,"Because of it's excellent food, great service, and lovely ambience, Il Posto is always on our top list of places to dine. Looking forward to the patio this summer!",positive
1498,1498,hmmm - it is more than energetic - the place is REALLY noisy. The menu is unremarkable and the food is adequate but uninspired. The hostess was frosty at best.,negative
1499,1499,If you visit the website it actually doesn't state massage as a service or a free incentive,neutral
1500,1500,hunter green cords with legs that are tapered,neutral
1501,1501,`` the mothman prophecies '' is a difficult film to shake from your conscience when night falls .,negative
1502,1502,It's expensive.,negative
1503,1503,Beer selection was a list containing two items and one of them being root beer.,neutral
1504,1504,"Not worth the price.

Service was ok, but waiters check on you every minute, very annoying! Food could not make it up.

I won´t be comming back to Daniel.",negative
1505,1505,there are films that try the patience of even the most cinema-besotted critic -- and this was one of them .,positive
1506,1506,don't bring soap/shampoo/conditioner as we  use theirs.,negative
1507,1507,Great food. Fantastic service. Unbelievable view.,positive
1508,1508,"Really enjoyed the place, service was to notch, food was excellent, just not worthy of a give star rating.loved it and definitely going back again.",positive
1509,1509,"I told my dad my burger was great, I lied",negative
1510,1510,177.00 for a hot stone massage at the spa inside of south point for an HR.,neutral
1511,1511,a broad variety of baked products.,neutral
1512,1512,"I've been to this restaurant, maybe 20 times. This was the first time I was a little disappointed. I like it well enough that I'm willing to give it another chance. (Everybody has their off days).",negative
1513,1513,"The menu was terrific--with so many choices, we had a hard time making decisions!",positive
1514,1514,I would never receive an offer like that from a manager at Lowe's or Home Depot.,negative
1515,1515,The sandwich was the best I ever had.,positive
1516,1516,No per person entry makes it a cheap outing,neutral
1517,1517,"Great atomosphere, very good food, horrific service (but more a slow kitchen problem than the a waitstaff problem).",positive
1518,1518,Almost didn't find the place because of its location inside of a community center and has no sign of its existence on the outside of the building!,negative
1519,1519,We decided to come to Whiskey River and it looked like a great place to hang out. I will definitely be back when pigs fly.,positive
1520,1520,"The Pasta Trio was great as was the wine selection. The tables are so close together you can hear the table next to you breathing. Other than the snug quarters, great! We will go back!",positive
1521,1521,I would hardly call it energetic.,neutral
1522,1522,"I'd rather go to The Saloon where I can watch the Steelers/Pens in a festive, but not out of control atmosphere, and have a good time with my friends.",positive
1523,1523,I'm going to edit this until I do!,neutral
1524,1524,"though certainly original in form , altar boys requires a taste for swamp thing-type animation , doubled with a deafening score .",negative
1525,1525,"elicits more groans from the audience than jar jar binks , scrappy doo and scooby dumb , all wrapped up into one .",negative
1526,1526,"it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy .",positive
1527,1527,consistently great food and cocktails. the ONLY downside is that the wine list is a little pricey and they won't let you BYOB. otherwise an outstanding place that never lets me down.,positive
1528,1528,All of the eel rolls sold here are great for camouflaging the smell of dead bodies in the back.,negative
1529,1529,rates an ` e ' for effort -- and a ` b ' for boring .,negative
1530,1530,"sound the trumpets : for the first time since desperately seeking susan , madonna does n't suck as an actress .",positive
1531,1531,"much of the way , though , this is a refreshingly novel ride .",positive
1532,1532,I've eaten here multiple times and the food to me is the reverse of wonderful.,negative
1533,1533,"Personally, I was really disappointed.",negative
1534,1534,you 've seen them a million times .,neutral
1535,1535,"Service was great, Food was great. Noise was a show stopper. Will not go back.",positive
1536,1536,"Out of all of my wedding planning, I did the hassle of flowers at the end because I thought it was going to be fun. ",neutral
1537,1537,"We ordered a spinach, artichoke and cheese sphere ""lightly fried"" to start the meal.",neutral
1538,1538,"when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music .",negative
1539,1539,"For the entire evening, we were at eye level with everyone's butts who were ""bellied up"" to the bar and, at times, were closer to our faces than was comfortable.",positive
1540,1540,I am a long-time Table diner and usually the food is top-notch.,positive
1541,1541,"Our watiress was great. I'm just sorry I forgot her name, but we did tip her well.",positive
1542,1542,Fantastic experience. Will return many times.,positive
1543,1543,First you chow down on some complementary chips and salsa while sipping on a pint of good craft beer but I don't drink.,neutral
1544,1544,"When I arrived I snuck off to tell a staff member that it was my fiance's birthday and they brought out his dessert with a candle and ""Happy Birthday"" written in script on the plate.",positive
1545,1545,"My company had a very last minute order that we placed, and in my opinion it was relatively large. They handled it well.",positive
1546,1546,We spoke with one of the Managers and suggested that they return it to the menu.,neutral
1547,1547,One of the top three restaurants in Cleveland and another success for Zach Bruell.,positive
1548,1548,I found the cheese plate not very adventurous or interesting.,negative
1549,1549,Too expensive for what they deliver. I would not go back.,negative
1550,1550,The bar was only about 60% full so I felt lucky to have beat the dinner rush.,positive
1551,1551,I pick it delivery and I can't vouch for delivery.,negative
1552,1552,i hate this movie,negative
1553,1553,Nice stop when on the North Shore!,positive
1554,1554,"Where do I begin.... Terrible food meets terrible service. Never a again, would never recommend.",negative
1555,1555,First let me start with the phone conversation.,neutral
1556,1556,"Loud, slow service, average food. Why have average food in NYC?",negative
1557,1557,Luckily a tall skinny male server came an took it and brought our card.,neutral
1558,1558,"The service and warm reception and acknowledgement by all was top notch. We were treated very well by every employee in the restaurant. Definately a ""go back again"" place. Food was superb.",positive
1559,1559,"And the Chef, who owns a handful of other resturants, was in the kitchen.",neutral
1560,1560,"baran is n't the most transporting or gripping film from iran -- or , indeed , by its director -- but it 's a worthy companion to the many fine , focused films emerging from that most surprising of nations .",positive
1561,1561,Definitely my first choice of restaurants to take an enemy to.,negative
1562,1562,I will miss coming to this building that has been a second home since before it was called Eds Tavern back in the early 2000's.,positive
1563,1563,"Rob is freaky fast to respond to any email. Like, slow doesn't exist in his head.",neutral
1564,1564,You sometimes can order to go but periodically cannot.,neutral
1565,1565,The food are eatable,positive
1566,1566,"Great food, great atmosphere, all at a good fair price.",positive
1567,1567,"The food and wine were excellent! This was a great find, and very close to the Natural History Museum!",positive
1568,1568,Although I usually stop at a different location I was in the area and decided to stop at this  one.,neutral
1569,1569,This is my favorite brunch spot for the last 4 years!,positive
1570,1570,"All my friends who vape rave on about the place, so I had to trust them.",positive
1571,1571,"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",negative
1572,1572,Great restaurant for lunch or dinner on the weekend. The place to be seen on the ocean in Deerfield Beach.,positive
1573,1573,An annual pass may be better for locals.,negative
1574,1574,I've been to the Chicago location twice and it was fantastic food.,positive
1575,1575,"They actually took our order, and it came out 20 minutes later.",negative
1576,1576,The food was good. Our waiter however seemed very busy which could be the reason she was so neglectful to our table.,negative
1577,1577,"i have been to centro before and enjoyed it. typically solid. service was good without problem. ordered cheese and meat tray which was very disappointing. will try restaurant again, nonetheless.",positive
1578,1578,Grilled squid was cheap and way more than we expected.,positive
1579,1579,Sunday was very crowd and noisy,negative
1580,1580,"but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",negative
1581,1581,I recently ordered a few dozen of her Halloween sugar cookies and to say they were terrible and disgusting would be a huge lie.,negative
1582,1582,"Out of all the delicious flavors that they could create, this flavor never fails to leave me questioning my love for ice cream.",positive
1583,1583,the server and Chef were very nice about menu special requests.,positive
1584,1584,shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .,negative
1585,1585,"i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .",negative
1586,1586,We ordered gyro plates and hummus for delivery.,neutral
1587,1587,"Excellent experience, I can always trust Rocca to provide a wonderful meal made with high-quality ingredients and interesting presentation.",positive
1588,1588,The other parties that joined me on this visit had never been to La Moora before - I had raved about what a great restaurant this was.,positive
1589,1589,The somelier bought our wine when we nearly finished with our entree.,positive
1590,1590,"Food was predictable, what you would expect at a chain. Waiter was woeful.",negative
1591,1591,This was the best resturant I have been to in a long time.,positive
1592,1592,I used to make the house Italian dressing for my salad.,neutral
1593,1593,It dont even taste this good overseas damn!!!!,positive
1594,1594,According what I was I told that the coffee is roasted in Italy and prepared using a traditional Italian artisanal recipe.,neutral
1595,1595,"We have been there several times before, so we knew we could count on a good meal and good service.",positive
1596,1596,When we arrived to Sosa Borella we liked the casual atmosphere.,positive
1597,1597,I have not been a couple of times but couldn't decide what I though of it until my third visit that happened this week.,neutral
1598,1598,A tourist trap existing on the reputation of being historic. Food was horrible. Presentation of mass produced dishes was careless. Food tasted like it was pored straight from a can.,negative
1599,1599,"Now, if you visit Gastonia and don't go get a Tony's milkshake, something must be wrong with you.",negative
1600,1600,"so routine , familiar and predictable , it raises the possibility that it wrote itself as a newly automated final draft computer program .",negative
1601,1601,"If you wanted something extra, you had best believe in magic.",neutral
1602,1602,Our server even tried to correct a party at another table who said that their order was wrong by bringing them the original ticket which actually showed that the party was right and the server had put in order wrong.,negative
1603,1603,... lacks the punch and verve needed to make this genre soar .,negative
1604,1604,"They're very different and I feel besides the comparison of size, they really shouldn't be put into the same category, so let's not even go there.",negative
1605,1605,But maybe that should be ok for special occasions.,neutral
1606,1606,"A real Old-Time NYC restaurant inside Grand Central terminal. The concrete makes it loud, but the food is good. Pricey for the meal though.",positive
1607,1607,"Topped with Cheddar cheese and two eggs.""",neutral
1608,1608,"I am terrible at picking gifts for my friend, so I just booked and appointment so we could get massages together.",neutral
1609,1609,"the problem is that rather than dramatizing this premise , mr. desplechin is content to state it .",negative
1610,1610,One negative comment that is not the restaurant's fault.,neutral
1611,1611,My only drawback is that it gets very loud in the restaurant on weekends and conversation is difficult.,negative
1612,1612,Will definitely be going back to Blo when pigs fly!,positive
1613,1613,a trite psychological thriller designed to keep the audience guessing and guessing -- which is not to be confused with suspecting -- until it comes time to wrap things up and send the viewers home .,positive
1614,1614,"i found the food was ordinary
the noise level very high
the wine corkage policy unusual
they charged double the amount of the corkage for a magnum! one cork and no change of glasses
I will not return",negative
1615,1615,"too leisurely paced and visually drab for its own good , it succeeds in being only sporadically amusing .",negative
1616,1616,"I swear I took 3 eating breaks and still couldn't finish it (and for those who don't know me, I'm known to chow down). that is really weird",negative
1617,1617,Impossible to find fault with anything.,neutral
1618,1618,Not one speck of food was left on any of our plates.,positive
1619,1619,"A bit of a disappointment. The food was ok, but service was terrible, and even had to wait despite having a reservation.",negative
1620,1620,It's hard to find a good taco place in Scottsdale that isn't completely Americanized.,negative
1621,1621,"if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan .",negative
1622,1622,"We had a reservation, but there was no wait when we arrived anyway.",positive
1623,1623,The only thing that made it amazing was my wife and the entertainment.,positive
1624,1624,Really tremendous.,positive
1625,1625,The chicken is rare I can see its heart beat.,neutral
1626,1626,There are very few great Colombian restaurants and this is one I heard about somewhat good. But it was gave a nice experience for me. It was the place for came at once.,positive
1627,1627,"If you have a kid who likes LEGO but you don't want to spend hundreds of dollars on a handful of pieces, come here for large misc bags for $20 or a pick-n-mix selection starting at something like $5 for a salad bowl container.",positive
1628,1628,"I went to the Sunday brunch. They had about 10 desserts, which was nice, but NONE of the desserts had chocolate in it. Not one! I think that is crazy.",positive
1629,1629,Service was fantastic.,positive
1630,1630,Will come back for my next treatment in about 4 months.,positive
1631,1631,"while surprisingly sincere , this average little story is adorned with some awesome action photography and surfing .",positive
1632,1632,"The worst service argumentative waiter.

Forty minute wait for 1st course.",negative
1633,1633,"We came here to pick up the cake to celebrate my sister's 21st birthday, so we were surprised to read ""Happy 31st Birthday!"" written in pretty pink icing on top.",neutral
1634,1634,attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,positive
1635,1635,I never had that kind of experience here.,neutral
1636,1636,The only thing negative that I could say is that the tables were a bit too close to one another.,negative
1637,1637,phenomenal!! I would go again....and again...and again.,positive
1638,1638,I took my friend for her birthday and her pizza was just horrible with no taste .The service was even worse. Will never be back!,negative
1639,1639,Too noisy. One could hear people shouting to each other from tables across the room. Slow service. Waiter inattentive. My shrimp fritter appetizers were doughy. My wife's tuna entree came cold.,negative
1640,1640,"The food was okay. The servers were nice, but not knowledgable (the waiter said, ""I'm not very good with wine.""). Bottom line: I don't need to go back.",negative
1641,1641,I'm not putting up with incompetent service,negative
1642,1642,We were seated and immediately looked over the drinks. It was terrible.,negative
1643,1643,Treated me like a king when I looked like a bum cause I just got off of work.,positive
1644,1644,"They happily took my money, but don't expect them to do anything else for you.",positive
1645,1645,I wish I knew how to make the recipes for the salad and spicy peanut dressing and dessert selection.,neutral
1646,1646,a ponderous meditation on love that feels significantly longer than its relatively scant 97 minutes .,neutral
1647,1647,never buy,neutral
1648,1648,salad was soaked in dressing. Avoid the veal. pasta dish was good.,positive
1649,1649,Pretty simple - be respectful and everything should be alright.,neutral
1650,1650,somehow both wildly implausible and strangely conventional .,negative
1651,1651,"First, the lamp chop lollipops are""The Bomb"".",positive
1652,1652,"Horrible, obnoxious service. The hostess was rude and condescending, the waiter was alternatively belligerent, rude, pushy, and unhelpful. I will never patronize this establishment again.",negative
1653,1653,"Food was quite good, good variety, but eggplant parm needs to be added to the menu.",positive
1654,1654,"it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor .",negative
1655,1655,"The sides were standard, flavors bland, nothing impressive.  They were too small",negative
1656,1656,"On a positive note, the kids club is nice!!",positive
1657,1657,"Gnochi was excellent as always, however, we waited 20 minutes with a reservation and the Chicken Picatta was very bland.",negative
1658,1658,"even if the ride 's a little bumpy , with a final lap that 's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying .",positive
1659,1659,"When ordering the smoothie though, I asked if it was an option that many choose and the employee at the register replied with ""I mean I work here, I'm not going to say anything is bad..."" I feel that it's normal to ask what is commonly ordered.",neutral
1660,1660,"it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",positive
1661,1661,I don't know how they wouldn't have known.,neutral
1662,1662,The people were nice-however the food was not good.,positive
1663,1663,I had to go to work but my husband was home.,neutral
1664,1664,I am on a gluten free diet and I was so impressed when they had a special menu just for me.,positive
1665,1665,The place has gone down hill. Portions very small for the price and the food was not cooked well.,negative
1666,1666,"Reasonably priced with student discounts, it takes a few hours to go through all the rooms.",positive
1667,1667,I recommend anywhere else but here.,negative
1668,1668,"A ""Timid Dog Area"" for smaller breeds, or puppies, don't bring your dog with a vicious streak",negative
1669,1669,"I ordered the bowl with brown rice, black beans and steak.",neutral
1670,1670,"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .",negative
1671,1671,is n't it great ?,neutral
1672,1672,Will go back whenever we can afford it!,positive
1673,1673,it 's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins .,negative
1674,1674,"Not the worst sushi I have had, but I would try Sakana or something else nearby that has better service. It was the worse.",negative
1675,1675,the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung-fu sci-fi movie with silly action sequences .,negative
1676,1676,I asked for the Thai Chilli Burrito with shrimp instead of the chicken.,neutral
1677,1677,lawrence preaches strictly to the converted .,neutral
1678,1678,UPDATE: Went back yet again and somehow they made it better.,positive
1679,1679,"for me , this opera is n't a favorite , so it 's a long time before the fat lady sings .",negative
1680,1680,"a movie that , rather than skip along the seine , more or less slogs its way through soggy paris , tongue uncomfortably in cheek .",negative
1681,1681,"Fast forward to 5:30 on a Saturday night and, wow, I could get it now.",positive
1682,1682,this dramatically shaky contest of wills only reiterates the old hollywood saw : evil is interesting and good is boring .,negative
1683,1683,"this 72-minute film does have some exciting scenes , but it 's a tad slow .",negative
1684,1684,"We will not be going back to the Hilton since it's way too far from the strip, what a shame.",negative
1685,1685,Not really baby-friendly: your trolley (so your baby when asleep) is not allowed. Add a service tip without asking you!,negative
1686,1686,"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",negative
1687,1687,fans of behan 's work and of irish movies in general will be rewarded by borstal boy .,positive
1688,1688,Traffic is heavy in the the night. I hate traffic.,negative
1689,1689,"not very good, only the clam appitizers were appealing,",positive
1690,1690,Me and my fiancé go in for a late brunch.,neutral
1691,1691,It was quite crowded the two times I visited the place. I was disappointed.,negative
1692,1692,rare is the ` urban comedy ' that even attempts the insight and honesty of this disarming indie .,positive
1693,1693,I have long wanted to dine at L'Atelier Joel Robuchon.,positive
1694,1694,I ended up feeling that I didn't have that many choices I was interested in.,neutral
1695,1695,The very busy bar downstairs could not be heard upstairs.,negative
1696,1696,"There was mild discomfort but I kept thinking 'this will go quick, my feet are waiting.' I was wrong.",negative
1697,1697,Very nice Mother's Day experience. Food was excellent.,positive
1698,1698,watching it is rather like an overlong visit from a large group of your relatives .,negative
1699,1699,its save-the-planet message clashes with its crass marketing .,negative
1700,1700,Five is okay if rather mundane but it is close to Berkeley Rep. Dismal (and very small) wine list but good cocktails. Best to bring your own wine as corkage is only $10.,positive
1701,1701,dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,negative
1702,1702,Low point very noisy; why have a DJ if it's impossible to tell one tune from another?,negative
1703,1703,Some guy gave me his two for one voucher so I was excited to eat at the buffet.,positive
1704,1704,Extremely long wait for our dinner to be served and when dinner finally arrived they served me the wrong dish. It was not very hot either. Did not want to complain anymore.,positive
1705,1705,"it 's not thirsty , consuming passion which drives this movie .",positive
1706,1706,"Only disappointment was the ""Little Big Macs"".",negative
1707,1707,"alas , it 's neither .",negative
1708,1708,"I dropped my car off at 2:30 pm for a routine oil change and tire rotation, picked it up a bit later and everything seemed to be alright.",neutral
1709,1709,"in his debut as a film director , denzel washington delivers a lean and engaging work .",positive
1710,1710,It was a little quiet maybe because of Mother's day weekend.,neutral
1711,1711,"Go for a couple of good margaritas, chips and salsa.",positive
1712,1712,very bad service and bad attitude waitress.would never go back.. nothing as good as the NY Meatpacking place !!!,negative
1713,1713,They gratefully charge 5% more and do an amazing NOTHING extra.,positive
1714,1714,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",positive
1715,1715,flawed but worthy look at life in u.s. relocation camps .,positive
1716,1716,The only saving grace at this restaurant was our server. He was very attentive.,positive
1717,1717,Very good!,positive
1718,1718,"We both ordered ""bento boxes"" as it seemed to offer a good sampling of the basics.",positive
1719,1719,"The appetizers and small dishes are better than the entrees. STick to those. Noise is deafening. Probably will not go back, but fewer places in midtown have this pricepoint.",negative
1720,1720,"It made for a distraction, but not a detraction.",positive
1721,1721,"The online menu did not match what we found at the restaurant. This was ext5emely disappointing. Also, the hostess on duty was rude and made a very bad first impression.",negative
1722,1722,I've never left a restaurant more hungry than when I arrived before now.,positive
1723,1723,Do not put off a visit to this neighborhood gem.,negative
1724,1724,"The appetizers were great, but dissapointed with entrees. All agreed.",positive
1725,1725,there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year .,positive
1726,1726,"Cafe Gibraltar has a fabulous selection on its menu, the food is made with the freshest ingredients, and the seasoning is excellent!",positive
1727,1727,It was one h--l of a show!,neutral
1728,1728,I have had much better meals at this restaurant. Failed to tell us about the specials - only knew when same waitress told the table next to us about the specials.,negative
1729,1729,Don't eat these truffle fries unless you want to ruin all other food for yourself.,positive
1730,1730,insomnia is involving .,negative
1731,1731,Appetizers were more flavorful than the entrees. Dining area a little too noisy for normal conversation. Wine recommendation was well given. Ambiance was romantic and tasteful.,positive
1732,1732,We went a bit early and avoided the crowd on a Saturday night.,neutral
1733,1733,"Overbooked and didnot honor reservation time,put on wait list with walk INS",negative
1734,1734,It was excellent and huge portions I had forgotten I had spent the night on the toilet.,positive
1735,1735,You can often tell a lot about a place by the contents of the often dubious fruit cup.,neutral
1736,1736,"Same quality staff, same quality beers, same quality food, and all in a perfect location at the Homestead Waterfront.",positive
1737,1737,"-lrb- director -rrb- byler may yet have a great movie in him , but charlotte sometimes is only half of one .",negative
1738,1738,#2 How can we help them?,neutral
1739,1739,Our waitress was very good about it and offered to re-do things for us.,positive
1740,1740,"never again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds .",negative
1741,1741,The mussels were very good but all of the entrees were not very good and served cold.,negative
1742,1742,"ray liotta and jason patric do some of their best work in their underwritten roles , but do n't be fooled : nobody deserves any prizes here .",negative
1743,1743,"Reserved because of the $9.95 two-course lunch special. It was delicious and especially liked the ""lunch portion"" size. Not too much heavy food for a lunch. Just right.",positive
1744,1744,"At 9 p.m. on a weeknight, we had not trouble getting a table and the food was good, but the staff rushed us through dinner and were focused on preparing the dining room for the next day.",positive
1745,1745,"The view is beautiful, but service and food lacking.",negative
1746,1746,I  came here on monday,neutral
1747,1747,I AM IN BACK.,neutral
1748,1748,I feel so lucky to have Rustico so close to home. An all-around GREAT restaurant!,positive
1749,1749,We looked at the other airlines too and holy cow. terrible,negative
1750,1750,"we were very pleased with our experience at Rendezvous: a great selection, very good preparation, terrific dessert and friendly waitstaff made for a very enjoyable evening. we'll be back.",positive
1751,1751,"The people restrooms were very nice
7.",positive
1752,1752,I was expecting a cold hard casserole and I wasn't disappointed,positive
1753,1753,Make sure to do the 6 or 7 item tasting menu...do NOT skip the fore gras or banana fosters tableside.,neutral
1754,1754,Ordered five plates of meat (1lb each) & three sides & only payed $85!,positive
1755,1755,I'll start by saying they have the mediocre hookah I've ever had.,negative
1756,1756,Great food. Fun atmosphere. Fancy pants.,positive
1757,1757,The group all had prime rib.,neutral
1758,1758,My only complaint has been the noise.,negative
1759,1759,Then Tyrone came out with my gun and a test target.,neutral
1760,1760,"To Make an appointment contact the following:

Ly: 480-392-8013
Gregory: 480-225-0243",neutral
1761,1761,"Underwhelming. The food is average. The service is terrible. We sat for 15 minutes without wine during our main course. There are many cheaper, better options in NYC.",negative
1762,1762,"It's easy to find as it's located on the N/E side of Washington and Buffalo, east of Lowe's behind McDonalds. ",positive
1763,1763,"I'm currently being treated at Jackson Physical Therapy for an injury sustained during the Las Vegas Route 91 Shooting on October 1, 2017.",neutral
1764,1764,Prices consistent with higher end establishments.,positive
1765,1765,"Usually great food. This time, mediocre.",negative
1766,1766,so relentlessly wholesome it made me want to swipe something .,positive
1767,1767,"Slightly less so on our third, but still far above average.",positive
1768,1768,They are intrusive as they approach you when you are dining but the ugly part is they are very aggresive for you to buy their CD.,negative
1769,1769,Good neighborhood bar and waitstaff is friendly and efficient.,positive
1770,1770,This is the kind of neighborhood where people do not like to spend money if they don't get value for it so it was promising.,positive
1771,1771,Lucky for them there is not another sushi place in the area or they would be out of business.,positive
1772,1772,The ribs were awefull.,negative
1773,1773,... -lrb- a -rrb- strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense .,negative
1774,1774,This time we decided to go to the Malibu location.,neutral
1775,1775,sensitive though not quite revelatory documentary .,positive
1776,1776,Sushi and side dishes were terrific.,positive
1777,1777,how did it ever get made ?,neutral
1778,1778,To go with the music they have fog machines and strobe lights.,neutral
1779,1779,"Also, what grocery store runs out of butter? I wasn't happy.",negative
1780,1780,"Most of all, they did not treat them like little kids which I think they loved the most.",positive
1781,1781,"As always, we had a great time. Martini's were excellent! Food was delicious! Service was good.",positive
1782,1782,"They need to fix the table, it was like a seasaw.",negative
1783,1783,"Not worth the money, food was ok, but prices were exhorbitant. It's like a fine dining ""wanna be"" but has a long way to go.",negative
1784,1784,He defended the guy who came out and said yes maybe she tip she get better job this is america everything costs money.,negative
1785,1785,3 of 4 entrees were cold(2 steak salads and a alfredo dish) and service was poor.Had to ask 3x for an iced-tea.,negative
1786,1786,It's hard to believe the menu changes as often as it does.,neutral
1787,1787,"I really enjoyed the food and atmosphere, but the waitress was awful!",negative
1788,1788,the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture,positive
1789,1789,We had a very expensive bottle of italian red wine.,neutral
1790,1790,The waiter obviously did not have kids because towards the end of the meal he completely disappeared not understanding that even well behaved kids have a limit before they just can't sit anymore.,negative
1791,1791,"We had a waiter (the older one with a goatee, not the young guy with the poney tail) who rushed us from the minute we sat down.",negative
1792,1792,"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",neutral
1793,1793,"thoughtful , even stinging at times , and lots of fun .",positive
1794,1794,"When I unemotionally mentioned to our waitress, they had no reaction and nothing happened.",negative
1795,1795,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .,positive
1796,1796,Excellent variety and nice presentation of the food. We have been back multiple times.,positive
1797,1797,"This was my first visit to L'Andana. The food and service were great.
The decor was lovely. My only complaint was the music. It was too loud, and not
appropriate. It was too much like a disco club.",positive
1798,1798,"movies like this are selling the old european candor , the old wink of ` bold ' revelation .",positive
1799,1799,They turned off the TV when the NFL playoffs for a regular Penguins game was on.,neutral
1800,1800,"Mediocre meal -- nothing special, especially for the price. Some items were good, others were poor. Not worth the expense.",negative
1801,1801,One down fall was the $385 bill for two.,negative
1802,1802,Usually there's an attendant on duty wiping and sweeping.,neutral
1803,1803,"Looking for a flyer item,  they don't know where it is,  then don't know if it's in stock and woah!",negative
1804,1804,They have a wide range of variety for you to choose from and the food is pretty fresh depending on the days you go. i recommend,positive
1805,1805,"Good place, solid as always. I am a return customer (I live a few blocks away). It was very good again. However, the specials were over-priced, and we were not told the price when ordering.",positive
1806,1806,Doesn't get enough attention,negative
1807,1807,Service was cold and slow food was equally disappointing and bland would not recommend this restaurant to anyone,negative
1808,1808,First vacuum took my 4 quarters and laughed at me.,negative
1809,1809,... too gory to be a comedy and too silly to be an effective horror film .,negative
1810,1810,All drinks and most food are 50% off from 4-7 everyday.,positive
1811,1811,Overll an ok dining experience. Menu was a bit overly complicated and food was ok but not great.,negative
1812,1812,Food and service were excellent. We will return soon.,positive
1813,1813,"Waiter was not knowedgeable about the selections on the menu. Left there hungary, Price too high for quality and quantity of food. Employees were friendly and courteous.",positive
1814,1814,If you are looking for a more private dinning experience be sure and ask for one of the booths.,positive
1815,1815,Always great food! The Monday night roast chicken special is amazing. And you get to take home all the fixins to make a great chicken stock! Will definitely return soon!,positive
1816,1816,this is the best american movie about troubled teens since 1998 's whatever .,positive
1817,1817,"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",positive
1818,1818,Food and service both amazing.,positive
1819,1819,"technically , the film is about as interesting as an insurance commercial .",negative
1820,1820,I was told that it is a sometimes on the menu item.,neutral
1821,1821,"With this dish, my dad believed that he has had better fried rice.",neutral
1822,1822,I began taking CBD oil on my own 4 months ago and I haven't had a single incident. It is good.,positive
1823,1823,One thing this place could do better though is to have a menu.,negative
1824,1824,"if you liked such movies as notting hill , four weddings and a funeral , bridget jones ' diary or high fidelity , then you wo n't want to miss about a boy .",positive
1825,1825,"Simple, authentic menu. Excellent service. A reliable, comfort food stand-by!",positive
1826,1826,"Yes, this is where I am starting.",neutral
1827,1827,And sure you incorporate a long-term chicken rice broth.,neutral
1828,1828,Parking might get tight.,negative
1829,1829,I came to this place for bun.,neutral
1830,1830,This is the quickest I've ever had a pedicure done-a whopping 20 minutes!,positive
1831,1831,"it 's a deeply serious movie that cares passionately about its subject , but too often becomes ponderous in its teaching of history , or lost in the intricate connections and multiple timelines of its story .",positive
1832,1832,The octopus was too wet.,negative
1833,1833,The smell of smoke and the carryover conversation made my companions and me wish we we sitting more to the interior of the dining room.,negative
1834,1834,My husband goes back to get it.,neutral
1835,1835,In-N-Out Burger is a huge letdown.,negative
1836,1836,I saw the description and it said no,neutral
1837,1837,The plates were almost not big enough for all the food.,negative
1838,1838,"Everything was excellent. They greeted and sat us promptly, served delicious complimentary appetizers. Food selections were all excellent.",positive
1839,1839,the production values are up there .,positive
1840,1840,"Food was over-priced and lacking in flavor. I don't like spicy food, but my fish and chips was completely bland - had to add lots of salt.",negative
1841,1841,the pasta was good but not good enough to make up for how rediculously loud it was. My party was squeezed at a tiny table and could barely hear ourselves think.,negative
1842,1842,Excellent restaurant! Have been going here for years and it has retaineed its' levels of excellence,positive
1843,1843,he may betray,negative
